,Daily Time Spent on Site,Ad Category,Time Category,Age,Area Income(in Rupees),Daily Internet Usage,Gender,Clicked on Ad,Country,Continent
393,46.61,7,0,45,74903.41,174.88,0,1,Taiwan,Asia
394,75.55,1,1,36,59240.24,140.46,0,0,Qatar,Asia
395,71.84,7,1,39,31281.01,207.17,1,0,French Polynesia,Oceania
396,80.3,8,3,37,70492.6,195.69,1,0,Australia,Oceania
397,79.54,8,1,41,57846.68,137.24,0,1,Micronesia,Oceania
398,43.49,8,3,37,58235.21,195.69,1,0,Australia,Oceania
399,54.88,8,3,40,73941.91,139.02,0,0,Greece,Europe
400,51.38,2,3,46,40468.53,193.29,0,1,Belgium,Europe
401,43.84,8,3,36,50628.31,133.9,1,1,Guinea,Africa
402,81.98,1,1,22,41547.62,210.87,0,0,United States of America,North America
403,76.2,8,0,33,41547.62,204.02,1,0,Niger,Africa
404,54.37,1,3,24,52252.91,182.2,0,0,Algeria,Africa
405,41.73,1,0,28,71222.4,217.37,0,0,Gabon,Africa
406,68.11,5,0,26,74903.41,228.78,1,1,Bosnia and Herzegovina,Europe
407,62.26,8,2,36,32549.95,115.26,1,0,Netherlands Antilles,North America
408,56.34,8,2,40,62669.59,122.59,1,0,Ethiopia,Africa
409,66.26,8,1,28,38067.08,180.47,0,0,Gabon,Africa
410,51.24,8,1,36,61610.05,140.46,0,1,El Salvador,North America
411,56.16,8,2,30,33293.78,228.81,0,0,Cameroon,Africa
412,62.42,8,2,29,69646.35,190.12,1,0,Israel,Asia
413,55.6,5,3,31,58235.21,207.17,1,0,Hong Kong,Asia
414,55.6,1,3,35,42993.48,225.58,0,0,Myanmar,Asia
415,39.3,8,3,29,69718.19,208.05,0,0,Burundi,Africa
416,55.6,5,3,35,73889.99,226.54,1,0,Niger,Africa
417,71.33,8,1,36,38067.08,140.46,0,0,Sweden,Europe
418,34.3,8,3,34,34191.23,168.34,1,0,Equatorial Guinea,Africa
419,61.22,1,0,25,50723.67,241.03,1,0,Hong Kong,Asia
420,36.73,5,2,28,71222.4,217.37,0,0,Gabon,Africa
421,82.07,1,3,48,52736.33,123.13,1,1,Turkey,Asia
422,55.6,8,3,24,52252.91,182.2,0,0,Kazakhstan,Asia
423,68.01,8,3,33,43974.49,159.77,0,1,Greece,Europe
424,77.14,8,2,33,43974.49,135.67,1,1,Afghanistan,Asia
425,68.18,1,3,28,71222.4,180.88,0,0,Ghana,Africa
426,51.87,8,2,29,69646.35,191.82,1,0,Eritrea,Africa
427,35.61,8,3,29,56113.37,200.71,0,0,Cameroon,Africa
428,43.49,5,0,37,23936.86,109.29,0,1,Netherlands,Europe
429,71.28,6,3,40,38067.08,140.46,0,1,China,Asia
430,83.16,7,1,45,59886.58,174.88,0,1,Taiwan,Asia
431,56.16,7,3,33,53431.35,120.75,0,0,Cameroon,Africa
432,42.04,1,1,37,68448.94,173.43,0,1,Australia,Oceania
433,68.18,1,0,37,75180.2,217.37,0,0,Australia,Oceania
434,79.52,2,0,26,51463.17,131.68,0,0,Albania,Europe
435,78.64,5,2,31,61840.26,207.17,1,0,French Polynesia,Oceania
436,89.05,5,2,41,63363.04,255.57,1,1,Turkey,Asia
437,71.84,8,1,39,54755.71,141.89,1,1,Micronesia,Oceania
438,81.75,8,3,49,45632.51,124.32,0,0,Equatorial Guinea,Africa
439,89.05,5,3,44,34191.13,140.95,1,1,Micronesia,Oceania
440,54.43,8,3,28,73207.15,230.52,0,1,Mayotte,Africa
441,51.87,8,2,29,69646.35,190.12,1,0,Eritrea,Africa
442,55.6,5,1,24,61601.05,132.63,1,0,Somalia,Africa
443,83.71,8,2,45,59610.81,174.88,1,1,Micronesia,Oceania
444,55.6,8,2,24,52252.91,172.83,1,0,Algeria,Africa
445,80.3,8,3,49,39031.89,195.69,1,1,Australia,Oceania
446,78.84,5,3,36,57519.64,236.87,0,0,Ukraine,Europe
447,47.64,4,3,60,69646.35,186.37,0,1,Australia,Oceania
448,42.04,8,3,37,58235.21,109.29,1,0,Moldova,Europe
449,40.17,5,2,26,35521.88,154.74,1,0,Guernsey,Europe
450,75.42,8,2,30,57877.15,113.69,0,1,Guinea,Africa
451,41.73,0,1,28,71222.4,172.81,0,1,Eritrea,Africa
452,55.55,6,3,39,54755.71,194.37,1,1,Belize,North America
453,51.87,1,3,37,60968.62,193.29,0,0,Burundi,Africa
454,66.18,8,2,34,34191.23,168.34,1,1,Saint Vincent and the Grenadines,North America
455,46.61,8,2,55,57014.84,187.76,0,1,Tonga,Oceania
456,69.88,8,3,23,58677.69,217.37,0,1,Australia,Oceania
457,81.98,7,0,34,60637.62,140.67,1,0,Equatorial Guinea,Africa
458,39.3,8,1,24,52252.91,182.2,0,1,Belize,North America
459,39.3,8,3,29,53431.35,158.56,0,1,Uganda,Africa
460,51.24,8,1,54,53188.69,182.2,0,1,Lebanon,Asia
461,46.61,8,2,40,75769.82,117.3,0,1,Uganda,Africa
462,44.4,6,3,32,69481.85,178.92,1,1,Lebanon,Asia
463,55.6,1,3,32,55424.24,172.83,0,0,Kuwait,Asia
464,40.04,8,3,37,52563.22,217.37,0,0,Senegal,Africa
465,32.6,5,2,33,55642.32,120.75,0,0,Myanmar,Asia
466,90.75,8,2,34,59785.94,160.03,0,0,Namibia,Africa
467,40.17,4,2,26,56694.12,202.18,0,0,Cameroon,Africa
468,35.61,6,3,53,57877.15,154.23,1,1,Bolivia,South America
469,81.98,1,3,22,73882.91,121.07,1,0,Samoa,Oceania
470,51.87,1,0,37,36884.23,139.32,1,0,Ireland,Europe
471,53.92,1,3,31,52178.98,207.17,1,0,French Polynesia,Oceania
472,82.07,4,3,50,52736.33,123.13,0,1,Malawi,Africa
473,89.05,5,3,43,57868.44,121.28,0,1,Bangladesh,Asia
474,51.24,1,2,26,46033.73,207.17,0,0,Guam,Oceania
475,53.92,3,3,42,61840.26,243.61,1,1,Saint Vincent and the Grenadines,North America
476,37.68,5,3,43,57868.44,198.45,1,1,Bangladesh,Asia
477,51.24,8,3,36,59240.24,222.25,0,0,Qatar,Asia
478,44.78,4,0,26,56694.12,131.68,0,0,Croatia,Europe
479,62.42,1,3,43,32635.7,198.45,1,1,Turkey,Asia
480,55.6,5,3,35,73889.99,219.91,0,0,Ukraine,Europe
481,41.67,1,0,36,70592.81,115.26,1,0,Korea,Asia
482,61.22,10,3,25,63430.33,115.26,1,0,Georgia,Asia
483,40.47,5,3,35,25603.93,236.87,0,1,Saint Vincent and the Grenadines,North America
484,79.81,8,3,34,34191.23,160.03,0,0,Turkmenistan,Asia
485,69.42,7,3,34,40183.75,173.49,1,0,Equatorial Guinea,Africa
486,46.61,8,2,26,56694.12,190.17,0,1,Tonga,Oceania
487,68.01,8,1,33,56782.18,223.03,0,1,Greece,Europe
488,66.08,1,2,43,52563.22,157.04,0,1,Northern Mariana Islands,Oceania
489,34.78,8,2,27,39193.45,131.29,1,0,Switzerland,Europe
490,39.53,8,3,43,54251.78,195.69,1,0,Australia,Oceania
491,72.23,1,3,41,57846.68,238.06,0,0,Qatar,Asia
492,54.37,10,3,35,61067.58,221.18,1,0,Myanmar,Asia
493,68.61,8,3,40,73882.91,167.22,0,0,Bangladesh,Asia
494,82.07,5,3,43,56770.79,157.04,0,1,Bangladesh,Asia
495,78.36,8,3,34,34191.23,203.84,1,0,Namibia,Africa
496,60.7,8,3,27,64021.55,234.75,0,0,Switzerland,Europe
497,66.26,4,2,42,60514.05,238.58,0,1,Costa Rica,North America
498,86.06,6,3,32,55424.24,178.92,1,0,Sao Tome and Principe,Africa
499,40.17,8,0,45,59610.81,137.24,1,1,Bosnia and Herzegovina,Europe
500,55.6,1,3,24,52252.91,182.2,0,0,Algeria,Africa
501,51.24,8,2,36,76003.47,140.46,0,1,Uganda,Africa
502,63.37,8,3,33,55015.08,178.69,1,0,Vanuatu,Oceania
503,55.6,5,2,35,25603.93,236.87,0,0,Ukraine,Europe
504,63.45,4,2,42,59243.46,243.61,1,1,Czech Republic,Europe
505,41.73,1,2,31,67307.43,207.17,1,0,Singapore,Asia
506,38.96,8,3,31,27262.51,207.17,0,1,Czech Republic,Europe
507,34.3,7,3,34,34191.23,173.49,1,0,Equatorial Guinea,Africa
508,65.59,8,0,37,48335.2,258.62,0,1,Liechtenstein,Europe
509,59.59,7,2,34,59785.94,160.03,0,0,Turkmenistan,Asia
510,55.6,5,3,39,42993.48,141.89,1,0,Korea,Asia
511,59.51,5,3,52,58966.22,153.76,0,1,Belgium,Europe
512,49.21,8,1,27,66815.54,239.32,0,0,Qatar,Asia
513,43.49,8,0,37,43450.11,151.93,1,0,Tuvalu,Oceania
514,71.03,0,0,28,71222.4,217.37,0,0,Peru,South America
515,43.49,3,1,37,68448.94,158.56,0,1,Australia,Oceania
516,81.58,8,2,41,50628.31,126.39,1,1,Turkey,Asia
517,67.85,8,3,52,64021.55,221.98,1,1,Tuvalu,Oceania
518,74.54,4,3,50,71511.08,123.13,0,1,Saint Vincent and the Grenadines,North America
519,79.54,5,1,44,25603.93,227.63,0,1,El Salvador,North America
520,71.33,1,3,39,38067.08,124.44,0,1,Mayotte,Africa
521,89.05,5,2,41,50628.31,126.39,1,1,Tanzania,Africa
522,38.37,1,3,32,55424.24,172.83,0,0,Bahamas,North America
523,60.23,1,3,43,73538.09,167.86,1,1,Eritrea,Africa
524,69.86,10,2,33,41547.62,191.82,1,0,Vanuatu,Oceania
525,55.92,8,3,34,40183.75,160.03,0,0,Turkmenistan,Asia
526,83.42,1,1,24,52252.91,167.22,0,1,Poland,Europe
527,74.06,3,1,39,53058.91,110.68,0,1,Ireland,Europe
528,52.84,4,2,42,43241.19,158.35,0,1,Zimbabwe,Africa
529,65.65,4,3,24,52252.91,182.2,0,0,Algeria,Africa
530,39.3,8,3,27,56694.12,190.17,0,1,Saint Vincent and the Grenadines,North America
531,68.88,4,2,42,66176.97,238.58,0,1,Saudi Arabia,Asia
532,83.71,6,0,38,47510.42,132.08,0,1,Madagascar,Africa
533,66.12,8,3,49,45632.51,113.8,0,1,Netherlands,Europe
534,44.11,5,3,31,61840.26,207.17,1,0,Maldives,Asia
535,56.39,8,0,46,54286.1,130.86,0,1,Belgium,Europe
536,81.22,5,1,26,51463.17,235.29,1,0,Nepal,Asia
537,40.47,8,3,46,54286.1,253.48,0,0,Burundi,Africa
538,75.42,8,2,30,33293.78,176.98,0,1,Guinea,Africa
539,43.49,8,1,37,23936.86,231.95,1,0,Australia,Oceania
540,66.08,8,3,46,40468.53,253.48,0,0,Brazil,South America
541,56.39,8,1,40,40468.53,167.22,0,1,Denmark,Europe
542,59.51,1,3,54,48867.36,136.64,0,1,South Africa,Africa
543,56.39,4,2,29,69646.35,191.82,1,0,Portugal,Europe
544,34.78,8,1,36,59240.24,140.46,0,0,Qatar,Asia
545,55.6,1,0,28,74623.27,124.44,0,0,Egypt,Africa
546,66.77,4,1,26,56694.12,131.68,0,0,Senegal,Africa
547,80.47,5,0,43,57868.44,163.48,0,1,Bulgaria,Europe
548,51.24,8,1,54,38609.2,182.2,0,1,South Africa,Africa
549,46.61,5,1,50,57868.44,122.31,0,1,Bangladesh,Asia
550,79.54,7,2,41,57846.68,187.76,0,1,Cuba,North America
551,39.3,5,3,29,72203.96,198.5,1,0,Iran,Asia
552,55.6,1,3,39,65773.49,124.44,0,0,Mauritius,Africa
553,87.27,8,0,31,31281.01,141.96,1,1,Czech Republic,Europe
554,72.23,1,1,30,74535.94,140.46,0,0,Qatar,Asia
555,75.55,8,3,36,76003.47,140.46,0,1,El Salvador,North America
556,78.79,3,0,36,32549.95,141.52,1,0,Indonesia,Asia
557,78.79,4,1,36,61610.05,141.52,1,1,Indonesia,Asia
558,65.65,8,3,51,74535.94,188.56,0,1,Bahamas,North America
559,73.49,5,1,26,55499.69,131.68,1,0,Kyrgyz Republic,Asia
560,65.59,1,3,39,59677.64,124.44,0,0,Serbia,Europe
561,34.3,8,2,34,59785.94,160.03,0,1,Samoa,Oceania
562,59.51,1,2,30,58677.69,184.88,0,0,Qatar,Asia
563,40.04,8,2,34,59785.94,204.22,1,1,Equatorial Guinea,Africa
564,82.07,5,3,43,39616,163.48,0,1,Bangladesh,Asia
565,56.39,1,0,46,40468.53,229.12,0,1,Belgium,Europe
566,42.04,5,0,37,53058.91,181.25,0,1,Moldova,Europe
567,41.73,8,2,31,61840.26,207.17,1,0,Maldives,Asia
568,50.19,8,2,25,50671.6,245.89,1,0,Georgia,Asia
569,66,8,3,36,70592.81,115.26,1,0,Zimbabwe,Africa
570,60.72,7,0,42,47258.59,129.8,1,1,Czech Republic,Europe
571,51.24,7,1,36,59240.24,140.46,0,1,Cook Islands,Oceania
572,68.11,9,1,26,59457.52,131.68,1,0,Senegal,Africa
573,65.59,1,0,35,37334.78,143.79,1,1,Mayotte,Africa
574,86.06,6,3,32,69481.85,178.92,1,0,Bolivia,South America
575,60.23,1,1,33,64147.86,130.86,1,1,Turkey,Asia
576,71.03,8,0,39,23936.86,158.56,0,1,Eritrea,Africa
577,51.24,5,1,36,66269.49,140.46,0,0,Qatar,Asia
578,69.62,8,3,34,34191.23,160.03,1,0,Namibia,Africa
579,89.34,1,3,32,55424.24,172.83,0,0,Venezuela,South America
580,71.03,1,3,28,70324.8,139.01,0,0,Liberia,Africa
581,39.3,8,1,29,69718.19,196.61,0,1,Uganda,Africa
582,55.6,5,2,35,42993.48,221.18,1,1,Myanmar,Asia
583,82.07,8,3,22,72553.94,133.2,0,1,Austria,Europe
584,52.84,3,1,23,59243.46,223.93,1,0,Czech Republic,Europe
585,89.05,4,1,44,61428.18,140.95,0,1,Micronesia,Oceania
586,65.59,6,3,39,38067.08,110.68,1,1,Belize,North America
587,47.74,4,2,33,44174.25,227.37,1,0,Vanuatu,Oceania
588,65.77,7,3,23,25739.09,222.87,0,1,Serbia,Europe
589,69.62,8,2,23,61617.98,172.81,1,0,United States Virgin Islands,North America
590,54.88,1,3,40,66873.9,167.22,0,0,New Caledonia,Oceania
591,66.08,8,0,22,67058.72,121.07,0,0,Austria,Europe
592,51.24,1,3,30,59886.58,111.94,1,0,Puerto Rico,North America
593,78.84,8,1,36,29398.61,140.46,0,1,Guinea,Africa
594,71.28,5,3,54,53188.69,182.2,0,1,Liechtenstein,Europe
595,68.88,5,2,42,78520.99,238.58,0,1,Czech Republic,Europe
596,36.08,8,0,45,59610.81,137.24,1,1,Bosnia and Herzegovina,Europe
597,84.98,5,2,40,66873.9,178.92,1,0,Honduras,North America
598,70.44,1,3,48,52736.33,212.38,1,1,Western Sahara,Africa
599,72.97,3,3,26,56694.12,176.98,0,1,Bangladesh,Asia
600,41.73,4,2,28,47258.59,217.37,0,0,Serbia,Europe
601,86.06,1,0,35,51119.93,143.79,1,1,Albania,Europe
602,66.18,0,2,23,47258.59,217.37,0,1,Eritrea,Africa
603,73.89,5,3,28,67669.06,207.17,1,0,Sweden,Europe
604,82.07,5,1,41,48335.2,126.39,0,1,Bulgaria,Europe
605,35.61,8,3,37,66187.58,236.87,0,1,Albania,Europe
606,77.14,10,1,33,41547.62,137.43,1,0,Vanuatu,Oceania
607,80.67,8,2,45,59610.81,195.69,1,0,Switzerland,Europe
608,74.58,4,3,40,38067.08,167.22,0,1,Uganda,Africa
609,80.3,8,3,39,70324.8,138.87,0,0,Croatia,Europe
610,83.4,8,3,49,45632.51,168.34,0,1,Brunei Darussalam,Asia
611,61.22,8,0,45,59610.81,138.71,1,1,Switzerland,Europe
612,40.47,5,3,35,36884.23,236.87,0,0,Ukraine,Europe
613,66.12,8,3,34,59785.94,168.34,0,0,Brunei Darussalam,Asia
614,69.62,8,2,34,40183.75,204.22,1,1,Hungary,Europe
615,83.71,6,0,38,57868.44,130.83,1,1,Western Sahara,Africa
616,65.65,8,2,30,58677.69,122.59,0,0,Qatar,Asia
617,38.37,8,3,36,70592.81,140.46,0,0,Ukraine,Europe
618,70.39,8,3,27,66815.54,168.92,1,0,Ukraine,Europe
619,71.84,2,1,41,57846.68,126.39,1,1,Turkey,Asia
620,41.73,8,0,41,50506.44,241.03,0,0,Hong Kong,Asia
621,35.49,1,1,36,59240.24,176.7,0,0,Liberia,Africa
622,49.21,8,1,29,69718.19,200.71,0,0,Burundi,Africa
623,51.24,5,0,36,59593.56,234.26,1,0,Korea,Asia
624,35.61,10,3,30,40182.84,199.76,0,1,Lao People's Democratic Republic,Asia
625,79.52,8,1,45,59610.81,137.24,1,1,Switzerland,Europe
626,86.06,6,1,35,73889.99,226.54,1,1,Bolivia,South America
627,54.88,10,2,33,39616,123.13,0,1,Finland,Europe
628,35.49,8,3,49,45632.51,168.34,0,1,Netherlands,Europe
629,70.39,3,0,36,32549.95,141.52,1,1,Belize,North America
630,55.6,1,3,39,56180.93,116.53,1,1,Luxembourg,Europe
631,81.58,4,0,26,39723.97,131.68,0,1,Albania,Europe
632,39.96,7,0,45,59886.58,174.88,0,1,Micronesia,Oceania
633,61.22,7,0,45,50723.67,174.88,0,1,Taiwan,Asia
634,75.42,1,0,26,50628.31,126.39,1,1,Turkey,Asia
635,83.71,4,2,42,57868.44,243.61,1,1,Bosnia and Herzegovina,Europe
636,41.73,4,2,25,59886.58,228.78,1,0,Singapore,Asia
637,76.56,8,3,34,34191.23,187.09,0,0,Equatorial Guinea,Africa
638,36.08,7,3,45,46197.59,174.88,0,1,Taiwan,Asia
639,70.09,1,2,33,73538.09,117.75,1,1,Vanuatu,Oceania
640,60.53,5,2,41,63363.04,168.92,1,0,Cote d'Ivoire,Africa
641,80.67,0,2,25,73941.91,140.46,0,0,Lao People's Democratic Republic,Asia
642,55.6,1,1,39,58287.86,141.89,1,0,American Samoa,Oceania
643,35.61,1,2,37,50960.08,225.58,0,0,Cameroon,Africa
644,40.04,8,3,23,56457.01,172.81,1,0,United States Virgin Islands,North America
645,37.87,1,3,43,32635.7,167.86,1,1,Northern Mariana Islands,Oceania
646,49.21,1,1,45,59886.58,190.17,0,1,Albania,Europe
647,44.72,5,0,43,54106.21,157.04,0,1,Bangladesh,Asia
648,80.51,1,2,38,71455.62,122.04,0,1,Lao People's Democratic Republic,Asia
649,75.42,1,0,29,53431.35,217.1,1,1,Ethiopia,Africa
650,60.53,8,2,33,55642.32,204.02,1,0,Vanuatu,Oceania
651,68.01,1,3,33,77988.71,125.27,0,0,Macedonia,Europe
652,44.78,5,2,41,57846.68,187.76,1,0,Croatia,Europe
653,83.71,4,3,38,57868.44,130.83,1,1,Finland,Europe
654,81.58,1,0,41,64828,255.57,1,1,Hong Kong,Asia
655,55.6,3,3,35,25603.93,225.58,0,0,San Marino,Europe
656,44.46,8,1,33,49101.67,120.75,1,0,Vanuatu,Oceania
657,82.07,1,3,41,50628.31,144.77,1,0,Qatar,Asia
658,71.33,8,3,37,23936.86,181.02,1,0,South Africa,Africa
659,80.51,4,2,23,55121.65,223.93,1,0,United States Virgin Islands,North America
660,44.78,9,3,26,70203.74,131.68,0,0,Senegal,Africa
661,41.73,4,3,31,27262.51,217.37,0,1,Czech Republic,Europe
662,36.08,1,0,45,66263.37,236.87,0,0,Tajikistan,Asia
663,32.6,5,3,33,43974.49,196.77,0,1,Indonesia,Asia
664,51.24,8,3,36,76003.47,141.52,0,1,Liechtenstein,Europe
665,69.88,5,3,34,20592.99,168.34,0,0,Namibia,Africa
666,82.07,8,1,49,57868.44,187.76,1,1,Norway,Europe
667,52.68,6,3,32,55424.24,178.92,1,0,Sao Tome and Principe,Africa
668,50.19,3,3,36,32549.95,109.07,1,0,Indonesia,Asia
669,55.6,5,3,35,25603.93,236.87,0,0,Myanmar,Asia
670,62.26,6,3,32,55424.24,178.92,1,0,Ghana,Africa
671,89.05,8,1,44,48246.6,227.63,0,1,Micronesia,Oceania
672,75.84,1,2,41,63363.04,137.24,0,0,Micronesia,Oceania
673,80.51,4,2,50,72325.91,123.13,0,1,Malawi,Africa
674,39.96,8,1,45,59610.81,138.71,1,1,Brazil,South America
675,52.68,1,0,35,73889.99,226.54,1,0,Sri Lanka,Asia
676,65.59,8,2,39,38067.08,124.44,0,0,American Samoa,Oceania
677,82.07,4,0,33,39616,227.37,1,0,Vanuatu,Oceania
678,80.23,8,3,31,59886.58,174.88,1,0,Bosnia and Herzegovina,Europe
679,81.75,7,2,34,60283.98,234.75,0,0,Brunei Darussalam,Asia
680,55.6,1,3,35,66187.58,236.87,0,0,Ghana,Africa
681,79.52,3,3,44,48335.2,137.24,0,1,El Salvador,North America
682,84.98,6,0,24,52252.91,172.83,1,0,Latvia,Europe
683,78.84,5,3,35,66187.58,236.87,0,0,Lao People's Democratic Republic,Asia
684,41.73,10,2,28,71222.4,207.17,0,0,Ireland,Europe
685,51.87,1,3,35,73889.99,221.18,1,1,Albania,Europe
686,88.12,1,3,28,57846.68,201.04,1,0,South Africa,Africa
687,55.6,1,0,39,19991.72,230.52,0,1,Liberia,Africa
688,80.31,1,0,31,56180.93,207.17,0,0,Guam,Oceania
689,61.22,8,3,25,25686.34,202.18,1,0,American Samoa,Oceania
690,37.87,5,3,43,57868.44,122.31,0,1,Bangladesh,Asia
691,54.43,8,3,39,23936.86,108.03,0,1,South Africa,Africa
692,59.51,5,3,40,41232.89,140.15,0,1,Lao People's Democratic Republic,Asia
693,57.24,8,0,42,60514.05,243.61,1,1,Czech Republic,Europe
694,37.68,1,3,51,59886.58,176.98,1,1,Turkey,Asia
695,55.6,8,3,24,52252.91,167.22,0,1,Algeria,Africa
696,60.53,4,3,46,40468.53,200.71,0,0,United States of America,North America
697,66.08,6,3,22,67058.72,121.07,0,0,Austria,Europe
698,40.47,10,3,35,61172.07,221.18,1,0,Myanmar,Asia
699,40.17,7,3,26,56683.32,207.17,0,0,Saint Pierre and Miquelon,North America
700,80.31,4,2,42,60514.05,236.87,0,1,Costa Rica,North America
701,84,8,2,36,29398.61,140.46,1,0,Liechtenstein,Europe
702,51.87,5,1,40,73882.91,132.63,1,0,Somalia,Africa
703,89.05,8,2,50,57868.44,123.13,1,1,Micronesia,Oceania
704,44.33,8,1,39,48335.2,124.44,0,1,Liechtenstein,Europe
705,74.61,1,2,41,55121.65,126.39,1,1,Luxembourg,Europe
706,88.12,8,3,45,32635.7,158.42,1,1,Norway,Europe
707,60.23,5,3,50,57868.44,125.22,0,1,Bangladesh,Asia
708,51.24,8,1,36,59240.24,140.46,0,0,Senegal,Africa
709,59.05,1,1,34,34191.23,224.44,1,1,Equatorial Guinea,Africa
710,47.48,8,3,29,49850.52,216.49,0,0,Chile,South America
711,83.71,6,0,38,57868.44,269.96,0,1,Western Sahara,Africa
712,55.6,8,3,32,55424.24,172.83,1,0,Latvia,Europe
713,59.51,1,2,30,58677.69,219.94,0,0,Qatar,Asia
714,74.07,1,2,24,18368.57,109.07,1,0,Algeria,Africa
715,37.45,5,2,31,61840.26,207.17,1,0,Singapore,Asia
716,36.08,8,0,45,59610.81,110.66,1,1,Micronesia,Oceania
717,44.33,10,3,39,37334.78,230.52,0,1,Serbia,Europe
718,41.73,5,0,28,55121.65,217.37,0,0,Czech Republic,Europe
719,56.3,8,1,29,72203.96,216.49,1,0,Sri Lanka,Asia
720,80.3,0,2,23,53058.91,217.37,0,1,Czech Republic,Europe
721,89,1,3,43,57868.44,167.86,1,1,Northern Mariana Islands,Oceania
722,43.49,4,0,37,23936.86,109.29,1,1,Luxembourg,Europe
723,48.86,1,2,54,47997.75,161.16,0,1,Czech Republic,Europe
724,59.88,1,0,31,55121.65,204.79,0,0,Saint Pierre and Miquelon,North America
725,62.42,4,3,33,38745.29,204.02,1,0,Vanuatu,Oceania
726,62.26,6,3,32,69481.85,178.92,1,0,Puerto Rico,North America
727,79.6,0,0,23,60514.05,172.81,0,1,Czech Republic,Europe
728,51.87,6,3,39,61601.05,209.25,1,0,Myanmar,Asia
729,55.6,5,3,35,73889.99,236.87,0,0,Niger,Africa
730,71.84,5,3,28,31281.01,207.17,1,0,Singapore,Asia
731,34.3,4,2,23,59243.46,143.13,1,1,Chad,Africa
732,59.22,8,1,49,39031.89,113.8,0,1,Netherlands,Europe
733,47.64,5,3,29,72203.96,217.1,1,0,Micronesia,Oceania
734,81.22,1,2,41,57846.68,187.76,1,1,Honduras,North America
735,42.04,3,1,37,53058.91,183.42,0,1,Australia,Oceania
736,40.17,8,2,26,74903.41,149.79,1,1,Bosnia and Herzegovina,Europe
737,79.54,8,1,25,50671.6,105.86,1,0,Moldova,Europe
738,78.7,8,3,51,39616,230.93,0,1,Denmark,Europe
739,53.14,8,3,40,73882.91,198.45,1,0,Saint Lucia,North America
740,78.84,3,2,35,48758.92,236.87,0,1,Saint Vincent and the Grenadines,North America
741,80.3,0,0,37,53058.91,230.52,0,0,Belgium,Europe
742,55.6,8,3,35,66187.58,236.87,0,1,Albania,Europe
743,78.7,5,3,33,39616,196.77,0,1,Cayman Islands,North America
744,66.12,1,3,37,75180.2,120.49,0,1,Australia,Oceania
745,78.64,5,3,31,57739.03,200.28,1,1,United States of America,North America
746,54.88,1,3,22,67058.72,121.07,0,0,Austria,Europe
747,42.04,2,3,27,58966.22,202.18,0,0,Spain,Europe
748,89,1,3,36,31281.01,115.26,1,0,Netherlands Antilles,North America
749,55.6,8,3,54,62729.4,182.2,0,0,Kazakhstan,Asia
750,80.3,3,3,49,39031.89,195.69,1,1,Australia,Oceania
751,55.92,5,2,22,56067.38,160.03,0,0,Turkmenistan,Asia
752,73.89,1,3,28,71222.4,139.01,0,0,Liberia,Africa
753,66.08,4,2,33,38745.29,230.95,1,0,Indonesia,Asia
754,47.74,5,3,41,50628.31,158.42,1,1,Turkey,Asia
755,83.71,4,2,42,59243.46,243.61,1,1,Hong Kong,Asia
756,68.88,4,2,42,60514.05,129.8,0,1,Costa Rica,North America
757,82.07,1,3,22,31215.88,121.07,0,0,United States of America,North America
758,55.6,1,0,35,57587,143.79,1,0,Hong Kong,Asia
759,59.22,1,2,28,53336.76,124.44,0,0,Ghana,Africa
760,73.72,8,3,27,42993.48,171.07,1,0,Sri Lanka,Asia
761,39.3,1,3,54,57877.15,230.18,0,1,Lebanon,Asia
762,82.07,1,3,43,73538.09,198.45,1,1,Turkey,Asia
763,67.8,8,2,45,59610.81,234.26,1,1,Micronesia,Oceania
764,54.47,4,2,35,56113.37,236.87,0,0,Myanmar,Asia
765,52.84,8,3,21,41521.28,139.34,1,0,Turkey,Asia
766,71.84,1,2,42,57868.44,120.75,1,1,Czech Republic,Europe
767,35.33,8,0,29,53431.35,217.1,1,1,Zimbabwe,Africa
768,38.1,8,3,34,40183.75,183.82,0,1,Hungary,Europe
769,75.42,5,2,40,66574,122.59,1,0,Ghana,Africa
770,51.24,8,3,36,59240.24,140.46,0,0,Kazakhstan,Asia
771,46.61,4,2,55,71157.05,187.76,0,1,Northern Mariana Islands,Oceania
772,59.51,4,2,32,52252.91,172.83,1,0,Bahamas,North America
773,71.84,8,2,54,56180.93,161.16,0,1,American Samoa,Oceania
774,40.47,8,1,36,59240.24,222.25,0,0,Congo,Africa
775,35.49,10,3,39,38067.08,124.44,0,1,Peru,South America
776,49.21,8,0,26,56694.12,131.68,0,1,Senegal,Africa
777,64.75,8,2,36,76003.47,140.46,0,1,El Salvador,North America
778,46.14,8,3,49,45632.51,168.34,0,1,Netherlands,Europe
779,59.51,4,3,29,51868.85,167.22,0,0,Saint Helena,Africa
780,86.06,1,3,32,55424.24,178.92,1,0,French Southern Territories,Antarctica
781,76.2,5,2,34,59785.94,243.61,1,0,Namibia,Africa
782,46.61,5,3,43,52563.22,157.04,0,1,Bangladesh,Asia
783,56.39,1,0,46,64021.55,229.12,0,1,Mexico,North America
784,37.87,1,2,51,74535.94,130.41,0,1,Congo,Africa
785,80.47,8,2,33,55642.32,188.56,1,0,Vanuatu,Oceania
786,82.07,8,3,48,62784.85,212.38,1,1,Turkey,Asia
